"Parent’s age (years)","Parent’s sex","Parent’s education level","Employment status","Family type","Your average household income per month (BDT)","Child’s sex","Child’s age (years)","Number of children","Who is the leading child caregiver at home?","Are grandparents at home involved in treatment decisions when your child is ill?","k12","k13","k14","k15","k16","k17","k18","k19","k20","k21","k22","k23","Knowledge_Score","Knowledge_level","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","Attitude_Score","Attitude_level","p34","p35","p36","p37","p38","p39","Practice_Score","Practice_level","Source(s) of information about antibiotics","Information provided by pharmaceutical companies leaflet","Information from prescribers","Information from dispensers","Information from nurses","Information given by a colleague","Information from University courses","Internet","Social media","Others...49"
"36–45","Male","Secondary","Self employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10",">= 3","Mother","Never",1,1,1,0,0,1,0,1,1,1,1,0,66.6666666666667,"Moderate",0,0,0,0,0,1,0,0,0,1,20,"Negative",0,0,1,0,0,1,33.3333333333333,"Misuse","Social media  Internet  Information from prescribers",0,1,0,0,0,0,1,1,0
"36–45","Male","Secondary","Employed","Nuclear family","Low (less than 30000 BDT)","Male","> 10","1","Mother","Often",0,0,0,0,0,0,1,1,1,1,0,0,33.3333333333333,"Poor",0,0,0,0,1,1,1,1,1,1,60,"Uncertain",1,0,1,0,1,0,50,"Misuse","Social media  Internet",0,0,0,0,0,0,1,1,0
"36–45","Male","Secondary","Self employed","Nuclear family","High (greater than 50000 BDT)","Male","5–9","2","Mother","Sometimes",0,1,1,0,0,0,0,1,1,1,1,0,50,"Moderate",0,0,1,0,0,0,0,0,0,1,20,"Negative",0,0,1,0,0,1,33.3333333333333,"Misuse","Social media  Internet",0,0,0,0,0,0,1,1,0
"36–45","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",1,0,0,0,1,0,0,1,1,1,0,0,41.6666666666667,"Poor",0,0,0,0,1,1,0,0,0,1,30,"Negative",0,0,1,1,0,1,50,"Misuse","Social media  Internet",0,0,0,0,0,0,1,1,0
"36–45","Female","Primary","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10","2","Mother","Never",0,0,0,0,0,0,0,0,0,0,0,0,0,"Poor",0,0,0,0,0,0,0,1,0,1,20,"Negative",0,0,0,0,1,0,16.6666666666667,"Misuse","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",1,1,0,0,1,0,1,0,0,0,0,0,33.3333333333333,"Poor",0,0,0,0,0,0,0,1,0,1,20,"Negative",1,1,1,1,1,1,100,"Good","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",0,0,0,0,0,0,1,0,0,0,0,0,8.33333333333333,"Poor",0,0,0,0,0,1,0,1,0,0,20,"Negative",1,1,1,1,1,1,100,"Good","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","> 10","2","Mother","Never",1,1,1,0,0,1,1,1,0,0,0,0,50,"Moderate",0,0,0,0,1,1,0,1,0,0,30,"Negative",1,1,1,1,1,0,83.3333333333333,"Good","Information from dispensers  Information from prescribers  Others",0,1,1,0,0,0,0,0,1
"36–45","Female","Secondary","Not employed","Extended family","High (greater than 50000 BDT)","Male","> 10",">= 3","Mother","Never",1,1,1,0,1,0,1,1,1,1,1,1,83.3333333333333,"Good",0,0,0,0,0,1,0,0,0,1,20,"Negative",1,1,1,1,0,1,83.3333333333333,"Good","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"25–35","Female","Primary","Not employed","Extended family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",0,0,1,0,0,0,1,1,1,0,0,1,41.6666666666667,"Poor",0,0,0,0,1,1,0,0,0,1,30,"Negative",1,0,1,1,0,1,66.6666666666667,"Misuse","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Extended family","High (greater than 50000 BDT)","Male","> 10",">= 3","Mother","Never",1,0,0,0,1,1,1,0,1,0,0,1,50,"Moderate",0,0,0,1,0,1,1,0,0,1,40,"Negative",1,1,1,1,0,1,83.3333333333333,"Good","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Male","< 5","2","Mother","Never",1,0,1,0,1,1,1,1,1,0,1,1,75,"Moderate",0,0,0,0,1,1,0,0,0,0,20,"Negative",1,1,0,1,0,0,50,"Misuse","Information from prescribers  Information from dispensers  Internet  Social media",0,1,1,0,0,0,1,1,0
"25–35","Female","Secondary","Not employed","Extended family","High (greater than 50000 BDT)","Male","< 5","1","Mother","Never",1,1,1,0,1,1,1,1,1,1,0,1,83.3333333333333,"Good",0,0,0,0,1,1,0,0,0,0,20,"Negative",1,1,1,1,0,1,83.3333333333333,"Good","Social media  Internet  Information from prescribers  Information from dispensers",0,1,1,0,0,0,1,1,0
"< 25","Female","Secondary","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","5–9","1","Mother","Never",0,0,0,0,0,0,0,0,0,0,0,0,0,"Poor",0,0,0,0,0,1,1,0,0,1,30,"Negative",1,0,0,1,1,1,66.6666666666667,"Misuse","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",1,0,1,0,1,1,1,1,1,1,0,1,75,"Moderate",0,0,0,0,0,1,0,0,0,1,20,"Negative",1,1,0,1,0,1,66.6666666666667,"Misuse","Information from prescribers  Information from dispensers  Internet  Social media",0,1,1,0,0,0,1,1,0
"25–35","Female","Secondary","Not employed","Extended family","High (greater than 50000 BDT)","Male","< 5","1","Mother","Never",1,0,0,0,1,1,1,0,0,0,0,0,33.3333333333333,"Poor",0,0,0,0,1,1,0,0,0,1,30,"Negative",1,1,0,1,0,1,66.6666666666667,"Misuse","Information from prescribers  Information from dispensers  Internet",0,1,1,0,0,0,1,0,0
"25–35","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Male","< 5","1","Mother","Never",1,0,0,0,1,0,1,0,0,0,0,0,25,"Poor",0,0,0,0,1,1,0,0,0,1,30,"Negative",1,1,1,1,0,1,83.3333333333333,"Good","Social media  Internet  Information from prescribers  Information from dispensers  Information provided by pharmaceutical companies leaflet",1,1,1,0,0,0,1,1,0
"25–35","Female","Postgraduate","Not employed","Extended family","High (greater than 50000 BDT)","Male","< 5","1","Mother","Never",1,0,0,0,0,0,0,1,1,1,1,1,50,"Moderate",0,0,0,0,0,1,0,1,0,0,20,"Negative",1,1,1,1,1,1,100,"Good","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","High (greater than 50000 BDT)","Male","5–9","2","Mother","Never",0,0,0,0,0,0,1,1,1,1,0,1,41.6666666666667,"Poor",0,0,0,0,0,1,0,0,0,1,20,"Negative",1,1,0,1,0,1,66.6666666666667,"Misuse","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"36–45","Female","Secondary","Not employed","Extended family","High (greater than 50000 BDT)","Female","> 10",">= 3","Mother","Never",0,0,0,1,0,0,1,0,1,1,1,0,41.6666666666667,"Poor",1,0,0,0,1,0,0,0,0,0,20,"Negative",1,1,0,1,0,1,66.6666666666667,"Misuse","Others  Internet",0,0,0,0,0,0,1,0,1
"36–45","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",0,0,0,0,0,0,0,0,0,1,0,0,8.33333333333333,"Poor",0,0,0,0,1,1,0,0,0,0,20,"Negative",1,1,1,0,0,1,66.6666666666667,"Misuse","Others  Social media",0,0,0,0,0,0,0,1,1
"25–35","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10",">= 3","Mother","Often",0,0,0,0,0,0,1,0,0,0,0,0,8.33333333333333,"Poor",0,0,0,0,1,1,0,0,0,0,20,"Negative",1,1,0,1,0,1,66.6666666666667,"Misuse","Information from prescribers",0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Extended family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",0,0,0,0,0,1,0,0,0,0,0,0,8.33333333333333,"Poor",0,0,1,0,1,1,0,0,0,0,30,"Negative",1,1,1,1,0,1,83.3333333333333,"Good","Information from prescribers",0,1,0,0,0,0,0,0,0
"< 25","Female","Postgraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Male","> 10","1","Mother","Often",0,0,0,0,0,1,1,0,0,0,0,0,16.6666666666667,"Poor",0,0,0,0,1,1,0,0,0,0,20,"Negative",1,1,1,1,0,1,83.3333333333333,"Good","Information from prescribers",0,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",0,0,1,0,1,0,1,1,1,0,0,0,41.6666666666667,"Poor",0,0,0,0,0,0,0,0,0,0,0,"Negative",1,1,1,0,0,1,66.6666666666667,"Misuse","Information from prescribers  Others  Internet",0,1,0,0,0,0,1,0,1
"25–35","Female","Secondary","Not employed","Single parent family","Middle (less than 50000 BDT)","Male","> 10",">= 3","Mother","Never",0,0,0,0,0,1,1,0,0,0,0,0,16.6666666666667,"Poor",0,0,0,0,1,1,0,0,0,0,20,"Negative",1,1,1,1,0,1,83.3333333333333,"Good","Others",0,0,0,0,0,0,0,0,1
"25–35","Female","Postgraduate","Not employed","Single parent family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",1,1,1,0,1,0,1,0,1,1,1,1,75,"Moderate",0,0,0,0,1,1,0,0,0,1,30,"Negative",1,1,0,1,0,1,66.6666666666667,"Misuse","Information from prescribers",0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Never",0,0,0,0,0,0,0,1,0,0,0,0,8.33333333333333,"Poor",0,0,0,0,1,0,0,1,0,0,20,"Negative",0,1,1,0,1,1,66.6666666666667,"Misuse","Information from prescribers",0,1,0,0,0,0,0,0,0
"36–45","Male","Secondary","Employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",1,0,0,0,0,0,0,1,0,0,1,0,25,"Poor",0,0,1,0,1,1,0,0,0,0,30,"Negative",0,1,1,0,0,1,50,"Misuse","Information from prescribers",0,1,0,0,0,0,0,0,0
"25–35","Female","Postgraduate","Employed","Extended family","High (greater than 50000 BDT)","Female","5–9","2","Mother","Never",1,0,1,0,1,0,0,1,0,0,0,0,33.3333333333333,"Poor",0,0,0,0,1,1,0,0,0,1,30,"Negative",0,1,1,1,0,1,66.6666666666667,"Misuse","Information from prescribers  Information provided by pharmaceutical companies leaflet",1,1,0,0,0,0,0,0,0
"36–45","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",0,0,0,0,0,0,0,1,1,1,0,1,33.3333333333333,"Poor",0,0,0,0,1,1,0,0,1,1,40,"Negative",1,1,1,0,1,1,83.3333333333333,"Good","Information from prescribers",0,1,0,0,0,0,0,0,0
"25–35","Female","Primary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",0,0,0,0,0,0,1,1,0,0,1,0,25,"Poor",0,0,0,0,1,1,0,0,0,1,30,"Negative",1,1,1,1,0,1,83.3333333333333,"Good","Internet  Information from prescribers  Information provided by pharmaceutical companies leaflet",1,1,0,0,0,0,1,0,0
"36–45","Male","Undergraduate","Employed","Extended family","Middle (less than 50000 BDT)","Female","< 5","1","Mother","Never",1,1,0,0,1,0,1,1,1,0,1,1,66.6666666666667,"Moderate",0,0,0,0,1,1,0,0,0,1,30,"Negative",0,1,1,0,0,1,50,"Misuse","Information from dispensers  Information provided by pharmaceutical companies leaflet",1,0,1,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Always",1,0,1,0,1,1,0,1,0,0,1,1,58.3333333333333,"Moderate",0,0,0,0,1,0,0,1,0,1,30,"Negative",0,1,1,0,1,1,66.6666666666667,"Misuse","Information from prescribers",0,1,0,0,0,0,0,0,0
"36–45","Female","Undergraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","5–9","2","Mother","Never",1,0,1,0,1,1,1,1,0,0,1,0,58.3333333333333,"Moderate",0,0,0,0,1,0,0,0,0,0,10,"Negative",0,1,1,1,1,1,83.3333333333333,"Good","Information from prescribers  Information provided by pharmaceutical companies leaflet",1,1,0,0,0,0,0,0,0
"36–45","Male","Undergraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",1,0,1,0,0,0,1,0,1,0,0,0,33.3333333333333,"Poor",0,0,1,0,1,1,0,0,0,0,30,"Negative",1,1,0,1,0,0,50,"Misuse","Information from prescribers  Information from dispensers  Social media",0,1,1,0,0,0,0,1,0
"> 45","Male","Undergraduate","Employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10",">= 3","Mother","Never",1,1,1,0,0,0,1,1,1,0,1,1,66.6666666666667,"Moderate",0,0,1,0,1,0,0,0,0,0,20,"Negative",1,1,0,1,0,0,50,"Misuse","Internet  Social media  Information from prescribers  Information from dispensers",0,1,1,0,0,0,1,1,0
"25–35","Female","Postgraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","> 10","2","Mother","Never",0,0,0,0,1,0,0,0,0,0,1,0,16.6666666666667,"Poor",0,0,0,0,1,0,0,0,0,1,20,"Negative",0,1,1,0,1,1,66.6666666666667,"Misuse","Information from prescribers",0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","> 10","1","Mother","Never",0,0,0,0,0,0,0,0,0,0,0,0,0,"Poor",0,0,1,0,1,0,0,0,0,0,20,"Negative",0,1,1,0,1,1,66.6666666666667,"Misuse","Information from prescribers",0,1,0,0,0,0,0,0,0
"36–45","Female","Primary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","2","Mother","Sometimes",0,0,0,1,1,1,1,0,1,0,0,0,41.6666666666667,"Poor",0,1,0,0,1,1,0,0,0,1,40,"Negative",1,1,1,1,1,1,100,"Good","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9","1","Mother","Never",0,0,0,0,1,0,1,0,0,0,1,0,25,"Poor",0,1,0,0,1,1,1,0,1,1,60,"Uncertain",1,0,1,1,1,1,83.3333333333333,"Good","Information from dispensers  Information from prescribers",0,1,1,0,0,0,0,0,0
"36–45","Male","Secondary","Self employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","1","Mother","Never",1,1,0,0,1,1,1,0,1,1,1,0,66.6666666666667,"Moderate",0,1,1,0,1,1,0,0,1,0,50,"Uncertain",1,1,1,1,1,1,100,"Good","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"36–45","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Sometimes",0,0,0,0,0,0,1,0,1,1,0,1,33.3333333333333,"Poor",0,0,0,0,0,0,0,0,0,1,10,"Negative",1,1,1,1,0,1,83.3333333333333,"Good","Information from prescribers",0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",1,0,0,0,1,0,1,0,1,1,0,0,41.6666666666667,"Poor",0,0,0,0,1,1,1,0,0,0,30,"Negative",1,1,1,1,0,1,83.3333333333333,"Good","Information from prescribers",0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Never",1,0,0,0,1,1,1,0,0,1,0,0,41.6666666666667,"Poor",0,0,1,0,1,1,0,1,0,1,50,"Uncertain",1,0,1,1,0,1,66.6666666666667,"Misuse","Information from prescribers",0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9","1","Mother","Never",1,0,0,0,1,1,1,0,0,0,0,0,33.3333333333333,"Poor",0,1,1,0,1,0,1,1,1,1,70,"Uncertain",1,0,1,0,1,0,50,"Misuse","Information from prescribers  Internet",0,1,0,0,0,0,1,0,0
"36–45","Female","Postgraduate","Employed","Nuclear family","High (greater than 50000 BDT)","Female","> 10","2","Mother","Never",1,1,1,0,1,1,1,1,1,0,1,1,83.3333333333333,"Good",0,0,0,0,0,0,0,0,0,1,10,"Negative",1,1,1,0,0,1,66.6666666666667,"Misuse","Information provided by pharmaceutical companies leaflet  Information from prescribers  Others  Internet",1,1,0,0,0,0,1,0,1
"25–35","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Never",1,0,1,0,0,0,1,0,1,0,0,0,33.3333333333333,"Poor",0,1,0,0,1,1,0,1,0,1,50,"Uncertain",1,0,1,1,1,1,83.3333333333333,"Good","Information from prescribers  Information from dispensers  Internet",0,1,1,0,0,0,1,0,0
"36–45","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","5–9","2","Mother","Never",1,1,1,0,0,0,1,0,1,0,0,1,50,"Moderate",0,0,0,0,1,1,1,1,1,1,60,"Uncertain",1,0,1,1,1,1,83.3333333333333,"Good","Information from prescribers",0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Self employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9","2","Mother","Never",1,0,1,0,1,1,1,0,1,0,1,0,58.3333333333333,"Moderate",0,0,0,0,1,1,0,1,1,1,50,"Uncertain",1,0,1,0,1,1,66.6666666666667,"Misuse","Information from prescribers  Information from dispensers  Internet  Others",0,1,1,0,0,0,1,0,1
"36–45","Female","Secondary","Not employed","Nuclear family","Middle (less than 50000 BDT)","Male","5–9","2","Mother","Sometimes",0,0,0,0,0,0,1,1,1,1,0,0,33.3333333333333,"Poor",0,0,0,0,0,1,0,0,0,1,20,"Negative",0,1,1,0,0,1,50,"Misuse","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Extended family","Middle (less than 50000 BDT)","Male","> 10","2","Mother","Sometimes",0,0,0,0,0,0,0,0,1,1,1,0,25,"Poor",0,0,0,0,1,1,0,0,0,0,20,"Negative",0,1,1,1,0,1,66.6666666666667,"Misuse","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"36–45","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Male","> 10","2","Father","Never",0,0,0,0,1,1,1,1,0,0,1,0,41.6666666666667,"Poor",0,0,0,0,1,1,0,0,0,0,20,"Negative",0,1,1,0,0,0,33.3333333333333,"Misuse","Information from prescribers  Information from dispensers",0,1,1,0,0,0,0,0,0
"25–35","Female","Postgraduate","Not employed","Single parent family","High (greater than 50000 BDT)","Female","5–9","2","Mother","Never",1,1,1,0,0,1,1,1,1,1,1,1,83.3333333333333,"Good",0,0,0,1,0,0,0,0,0,1,20,"Negative",0,1,1,0,0,1,50,"Misuse","Internet  Information from prescribers",0,1,0,0,0,0,1,0,0
"36–45","Female","Secondary","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","5–9",">= 3","Mother","Sometimes",1,1,1,0,1,0,1,0,1,1,0,0,58.3333333333333,"Moderate",0,0,0,1,0,1,0,0,0,0,20,"Negative",0,1,0,0,0,1,33.3333333333333,"Misuse","Others  Information from prescribers",0,1,0,0,0,0,0,0,1
"25–35","Female","Postgraduate","Employed","Extended family","Low (less than 30000 BDT)","Male","5–9","2","Mother","Never",1,0,0,0,1,0,0,1,1,1,0,1,50,"Moderate",0,0,0,0,0,1,0,0,0,1,20,"Negative",0,1,1,0,0,1,50,"Misuse","Information from prescribers",0,1,0,0,0,0,0,0,0
"> 45","Male","Primary","Self employed","Nuclear family","Low (less than 30000 BDT)","Female","> 10","2","Mother","Never",1,0,0,0,1,0,0,0,1,0,0,1,33.3333333333333,"Poor",1,1,0,0,0,0,1,1,0,1,50,"Uncertain",0,1,1,0,1,1,66.6666666666667,"Misuse","Information from prescribers",0,1,0,0,0,0,0,0,0
"36–45","Female","Undergraduate","Not employed","Nuclear family","Middle (less than 50000 BDT)","Female","5–9",">= 3","Mother","Never",0,0,0,0,0,0,1,0,0,0,0,0,8.33333333333333,"Poor",1,1,0,0,0,0,1,0,0,0,30,"Negative",1,1,1,0,0,1,66.6666666666667,"Misuse","Information from prescribers",0,1,0,0,0,0,0,0,0
"25–35","Female","Secondary","Not employed","Nuclear family","Low (less than 30000 BDT)","Female","5–9","1","Mother","Always",1,0,0,0,1,1,1,0,1,0,0,0,41.6666666666667,"Poor",0,1,1,0,0,0,1,0,0,1,40,"Negative",1,1,1,0,0,1,66.6666666666667,"Misuse","Information from prescribers",0,1,0,0,0,0,0,0,0
"25–35","Female","Undergraduate","Not employed","Extended family","High (greater than 50000 BDT)","Female","5–9","1","Grandmother","Often",0,0,0,0,0,0,0,0,1,0,0,0,8.33333333333333,"Poor",1,0,0,0,1,0,1,0,0,0,30,"Negative",0,1,1,0,0,1,50,"Misuse","Information from prescribers  Others",0,1,0,0,0,0,0,0,1
"25–35","Female","Postgraduate","Not employed","Nuclear family","High (greater than 50000 BDT)","Female","5–9","2","Mother","Never",0,0,0,0,0,0,0,0,1,0,0,0,8.33333333333333,"Poor",1,0,0,0,1,0,0,0,0,0,20,"Negative",1,1,1,0,1,1,83.3333333333333,"Good","Information from prescribers  Information given by a colleague  Information from dispensers  Internet  Social media",0,1,1,0,1,0,1,1,0
"36–45","Male","Postgraduate","Self employed","Extended family","High (greater than 50000 BDT)","Male","> 10","2","Mother","Often",0,1,1,0,0,1,1,1,1,1,1,1,75,"Moderate",0,0,0,0,1,1,0,1,0,1,40,"Negative",1,1,1,1,0,1,83.3333333333333,"Good","Information provided by pharmaceutical companies leaflet  Information given by a colleague",1,0,0,0,1,0,0,0,0
"36–45","Male","Postgraduate","Employed","Nuclear family","High (greater than 50000 BDT)","Male","> 10",">= 3","Mother","Never",1,0,1,0,0,0,1,1,1,0,0,0,41.6666666666667,"Poor",0,0,0,1,1,1,0,0,0,0,30,"Negative",1,1,1,1,0,1,83.3333333333333,"Good","Others",0,0,0,0,0,0,0,0,1
